title,price,reviews,link,image_url,creation_timestamp,scrape_date
N/A,$27.99,"1,607",N/A,https://m.media-amazon.com/images/I/61mB6CBp5RL._AC_UY218_.jpg,2024-12-24T23:09:10.280979,2024-12-24
N/A,$89.99,32,N/A,https://m.media-amazon.com/images/I/81n4p1NuY0L._AC_UY218_.jpg,2024-12-24T23:09:10.308975,2024-12-24
N/A,$169.99,4,N/A,https://m.media-amazon.com/images/I/716L2KZDw6L._AC_UY218_.jpg,2024-12-24T23:09:10.331943,2024-12-24
N/A,$38.00,56,N/A,https://m.media-amazon.com/images/I/51uTsogjc6S._AC_UY218_.jpg,2024-12-24T23:09:10.340943,2024-12-24
N/A,$19.99,21,N/A,https://m.media-amazon.com/images/I/51HTOC5D7wL._AC_UY218_.jpg,2024-12-24T23:09:15.297584,2024-12-24
N/A,$29.00,6 sizes,N/A,https://m.media-amazon.com/images/I/61VmQFmOzIL._AC_UY218_.jpg,2024-12-24T23:09:15.304584,2024-12-24
N/A,$189.99,543,N/A,https://m.media-amazon.com/images/I/81tXnykWDnL._AC_UL320_.jpg,2024-12-24T23:09:15.333585,2024-12-24
N/A,$189.99,543,N/A,https://m.media-amazon.com/images/I/81tXnykWDnL._AC_UL320_.jpg,2024-12-24T23:09:15.337587,2024-12-24
N/A,"$1,449.99",131,N/A,https://m.media-amazon.com/images/I/6131ZgIFn1L._AC_UL320_.jpg,2024-12-24T23:09:15.340587,2024-12-24
N/A,$139.99,"1,405",N/A,https://m.media-amazon.com/images/I/71-KZWAlsqL._AC_UL320_.jpg,2024-12-24T23:09:15.345586,2024-12-24
N/A,$359.99,449,N/A,https://m.media-amazon.com/images/I/718hjyQT6dL._AC_UL320_.jpg,2024-12-24T23:09:15.350589,2024-12-24
N/A,$154.99,133,N/A,https://m.media-amazon.com/images/I/71bQlK8O3NL._AC_UL320_.jpg,2024-12-24T23:09:15.356585,2024-12-24
N/A,$39.99,155,N/A,https://m.media-amazon.com/images/I/71mhaL+sdBL._AC_UY218_.jpg,2024-12-24T23:09:15.388583,2024-12-24
N/A,$68.98,2 sizes,N/A,https://m.media-amazon.com/images/I/714i1-jZa3L._AC_UY218_.jpg,2024-12-24T23:09:15.397584,2024-12-24
N/A,$49.99,N/A,N/A,https://m.media-amazon.com/images/I/617J6EdYinL._AC_UY218_.jpg,2024-12-24T23:09:15.408588,2024-12-24
N/A,$34.99,106,N/A,https://m.media-amazon.com/images/I/71uDt75S2xL._AC_UY218_.jpg,2024-12-24T23:09:15.416587,2024-12-24
N/A,$69.99,5 sizes,N/A,https://m.media-amazon.com/images/I/717bbgmQZPL._AC_UY218_.jpg,2024-12-24T23:09:15.433583,2024-12-24
N/A,$24.99,164,N/A,https://m.media-amazon.com/images/I/618Ye2LF3hL._AC_UY218_.jpg,2024-12-24T23:09:15.443588,2024-12-24
N/A,$39.99,63,N/A,https://m.media-amazon.com/images/I/71QKpQ-ieRL._AC_UY218_.jpg,2024-12-24T23:09:21.943126,2024-12-24
N/A,$69.99,5 sizes,N/A,https://m.media-amazon.com/images/I/717bbgmQZPL._AC_UY218_.jpg,2024-12-24T23:09:21.952128,2024-12-24
N/A,$49.99,77,N/A,https://m.media-amazon.com/images/I/814pvqysRIL._AC_UL320_.jpg,2024-12-24T23:09:22.006126,2024-12-24
N/A,$49.99,77,N/A,https://m.media-amazon.com/images/I/814pvqysRIL._AC_UL320_.jpg,2024-12-24T23:09:22.018129,2024-12-24
N/A,$19.99,49,N/A,https://m.media-amazon.com/images/I/71sPhdJDcEL._AC_UL320_.jpg,2024-12-24T23:09:22.035127,2024-12-24
N/A,$12.99,"1,602",N/A,https://m.media-amazon.com/images/I/61GxcHoTqFL._AC_UL320_.jpg,2024-12-24T23:09:22.052128,2024-12-24
N/A,$14.99,562,N/A,https://m.media-amazon.com/images/I/71t3vfzuFXL._AC_UL320_.jpg,2024-12-24T23:09:22.059126,2024-12-24
N/A,$48.00,602,N/A,https://m.media-amazon.com/images/I/617GlzX4FFS._AC_UL320_.jpg,2024-12-24T23:09:22.064124,2024-12-24
N/A,$39.99,119,N/A,https://m.media-amazon.com/images/I/71YnDzooETL._AC_UY218_.jpg,2024-12-24T23:09:22.075123,2024-12-24
N/A,$18.99,N/A,N/A,https://m.media-amazon.com/images/I/717p4L+QbiL._AC_UY218_.jpg,2024-12-24T23:09:22.107124,2024-12-24
N/A,$18.99,N/A,N/A,https://m.media-amazon.com/images/I/7138huzsh1L._AC_UY218_.jpg,2024-12-24T23:09:22.112123,2024-12-24
